,IRL,GRC,NLD,FIN,SVK,AUT,LTU,FRA,ESP,PRT,EST,BEL,LUX,DEU,SVN,ITA
HC-Predictor-CE (shielded collider),1.103044802706617,1.169021732320347,1.1489829711302495,1.0378254603752977,1.1338696746736403,0.9991376131501516,1.375536396457583,1.169143146653743,1.0030224789329385,1.0312459404098873,1.1367099503860283,1.0033621668499193,1.078931235268893,1.08130826539939,1.3404636729249222,1.0265656820360862
HC-Predictor-CE (ceThreshold=0.05),1.2813347603574623,1.079495937160632,1.2099510805783154,1.0765834892664654,0.9645762645542046,1.1356591608566322,1.0270890327964823,0.960793555757006,1.1506334528081268,0.9131933572043748,0.932365908932448,0.7262321508142916,0.7564236725897464,0.8097888678595992,0.8387902485409187,0.6168432503613722
MARK,1.0720290131931771,1.14618084137225,1.0265597310975343,0.9605840120926656,0.9932483831407198,0.9704671331348876,0.8919205929033032,0.9550729138618332,0.9659864483556166,1.0032111438739355,0.8046967258620544,0.8686954268104288,0.9609458599655862,0.8242220831104191,0.8121428023782313,0.8768522292497595
HC-Predictor,1.2503951939909672,1.3298743816659755,1.1883563636140324,1.0962283939052413,1.0160724340294192,1.203464231041397,0.9819071156985206,0.9882526745237202,0.91944240294526,0.9992399462525487,0.743884585118533,0.8468437802627987,0.7610131929023486,0.6389295056799134,0.4790933461124076,0.6393506672117713
HC-Predictor-CE (milpLambda=0.05),1.425441931812943,1.1522136621626085,1.182755100189036,1.32396726945657,1.0269295746309703,0.9258448723890554,0.934524810993412,0.9958948570968772,0.8895288895515705,0.8917865739814165,1.0534262855838614,0.932994414924875,0.7827749966843555,0.5222253303159686,0.4650153566397879,0.4758916197489908
MARK with CC,1.118385646009383,1.157482888203809,1.1207632267031606,1.0069425011203688,1.016245579802372,1.0457061904747442,0.904199346416552,0.9460967760086404,1.0127583494653791,1.0018692706095955,0.7255888495360893,0.8503182845360119,0.8649591479664653,0.7486757769960881,0.6566955471327759,0.7694147645782593
HC-Predictor-CE (shielded collider limit),1.331495963192306,1.186488894942796,1.1489829711302495,1.168874546808596,1.0045575286658608,0.8182715053669354,0.899220322893694,0.9975101412391087,0.9953860794067484,0.9189671170668484,0.917763816985955,0.9136449492798248,0.767746403710871,0.4411569217959016,0.4189770819816337,0.4945806926641659
