date,DEU,BEL,ITA,LUX,PRT,AUT,FRA,NLD,FIN,GRC,ESP,IRL,SVK,SVN,EST,LTU
1998-01-01,75.76283333333333,69.82627333333333,123.74656666666665,83.17947333333333,127.0484,59.88689333333334,101.39819999999999,87.07717333333333,87.95952666666666,138.65126666666666,114.44746666666667,31.942850000000004,34.55605666666667,74.55057333333333,43.98433666666667,58.16619
1998-04-01,75.72920333333333,70.31292333333333,124.11443333333334,82.52461,129.05983333333333,60.720310000000005,102.79316666666666,87.96668666666666,89.32556333333333,138.2666,115.95743333333333,31.942853333333332,34.034863333333334,74.07407333333333,42.14436,59.21681
1998-07-01,75.76283,69.96425333333333,123.17796666666668,74.51972666666667,128.4592,61.67278666666667,102.24883333333334,88.09376666666667,88.75915666666667,139.43386666666666,116.5065,34.18803333333333,33.479816666666665,73.85748,39.876603333333335,58.357213333333334
1998-10-01,74.78763,69.42622333333334,121.77326666666666,74.84975666666666,128.76806666666667,61.593410000000006,102.79643333333333,88.09376666666667,88.52593333333334,141.82180000000002,117.33013333333334,34.49419666666667,32.48413333333333,73.29434666666667,39.40506333333333,59.21681
1999-01-01,75.09028,68.99921666666667,121.73983333333335,82.25740666666667,131.15053333333333,61.791846666666665,102.54543333333334,89.42803333333332,90.15851333333335,139.5021,116.95266666666667,36.38219333333333,32.45731,72.73120999999999,38.21892666666667,51.24164666666667
1999-04-01,75.79646000000001,69.66995,120.93716666666667,86.53828333333335,132.6362,63.81585333333334,103.94693333333333,89.52334,91.75777666666666,139.96806666666666,117.74193333333334,36.076029999999996,32.99975,72.34134666666667,39.03804,55.682903333333336
1999-07-01,76.93979333333334,70.98676999999999,123.51243333333333,91.17580666666667,131.75706666666667,64.64927,104.8856,90.79407666666667,91.59118666666666,143.60816666666668,120.6932,38.984563333333334,32.91461,73.59757666666667,40.102646666666665,51.528173333333335
1999-10-01,77.74686,72.46977,125.38533333333334,92.34917666666666,133.7319,68.26074,107.19313333333332,91.96950666666667,94.09003666666666,145.88003333333333,121.85996666666666,40.71948,33.24382333333333,75.72016666666667,41.50511,46.70487
2000-01-01,80.28350666666667,67.10239333333332,125.78946666666667,87.13440666666668,115.699,67.38763999999999,107.82543333333332,94.17017333333332,95.82501,152.14553333333333,125.01716666666668,38.321216666666665,34.18775333333334,75.37362,44.80247333333333,51.241643333333336
2000-04-01,82.44201,71.70176333333333,128.10526666666667,92.34457333333334,115.82873333333333,70.12600333333334,109.43876666666667,95.74998,98.41178000000001,152.3402,124.70830000000001,42.55645,33.50204,78.96902666666666,45.288016666666664,48.56733666666667
2000-07-01,83.85953666666667,72.47639333333333,128.0351,93.33546333333334,118.74796666666667,71.51503000000001,109.64083333333333,94.85704666666668,101.26483333333334,151.67853333333332,123.98763333333333,44.44444333333333,34.18775333333334,78.96902333333333,44.979036666666666,53.199616666666664
2000-10-01,84.18169999999999,74.94553,130.49123333333333,94.29438333333333,119.62373333333333,74.61057666666666,110.96083333333333,92.72774,103.20493333333333,152.10663333333332,124.02196666666667,48.475570000000005,35.23265333333333,80.26857333333334,46.788790000000006,50.14326666666667
2001-01-01,84.56829666666667,75.91382,128.17543333333333,95.82867333333333,119.62373333333333,73.69778666666666,111.71046666666666,94.0328,102.67233333333333,151.13363333333334,123.36993333333334,50.363566666666664,35.33061,80.83171,49.03994666666667,56.208216666666665
2001-04-01,83.60180000000001,75.47809,126.59649999999999,95.76474333333333,120.27246666666667,72.58656333333333,111.00973333333333,97.70755000000001,98.67808333333335,144.08873333333335,123.12973333333332,47.40400666666667,35.62448666666666,81.22157,47.75987666666666,56.494746666666664
2001-07-01,82.76417666666667,74.21931333333333,125.1579,96.65974,118.35876666666667,73.14217666666667,111.0521,96.23078666666667,99.28673666666667,143.9330666666667,123.6445,47.40400333333333,35.689796666666666,81.35153000000001,49.039950000000005,55.77841333333333
2001-10-01,80.96005333333333,72.96053666666667,123.193,97.17116666666668,119.49403333333333,73.18186333333334,109.53003333333334,93.79239,97.95530333333333,141.79236666666668,120.41863333333333,47.96529999999999,35.102039999999995,81.22157,51.82079000000001,61.36581
2002-01-01,81.37886666666667,74.46138666666667,124.03506666666665,98.09813000000001,119.5913,72.50719333333335,109.9798,93.79239,99.51497333333333,145.02286666666666,121.51679999999999,52.04745333333333,35.6898,83.04093666666667,50.4083,56.781283333333334
2002-04-01,82.05541,75.28443333333333,123.75439999999999,100.65526333333334,121.89426666666667,74.65026,110.43936666666667,97.87928333333333,101.34093333333334,143.89413333333331,121.65406666666667,53.57826333333333,37.551023333333326,82.78102666666668,53.32156333333333,61.652343333333334
2002-07-01,82.57088,74.75187,123.50876666666666,99.92009,120.24003333333333,73.53904,109.76143333333334,98.56618333333334,101.26486666666666,142.2594,122.75223333333334,52.50669333333334,38.62857333333333,83.60407,54.42507333333333,59.02579
2002-10-01,82.21649333333333,75.76857666666666,124.17543333333333,105.00236666666666,117.80733333333335,73.89622,108.47403333333334,95.44088333333333,102.13981000000001,145.02286666666666,123.98763333333333,50.669729999999994,39.77142666666666,82.26121333333334,56.45553,64.18338
2003-01-01,82.63531,75.76857666666666,123.78946666666667,105.80149999999999,119.49400000000001,75.32493333333333,109.70926666666666,97.84492666666667,100.35186333333333,142.37616666666665,123.267,53.11902,42.02449,83.17089,57.779740000000004,69.34097666666666
2003-04-01,81.95876333333332,75.76857666666668,122.45613333333334,105.06633333333332,118.4885,74.45182666666666,107.6755,91.93783666666667,100.88445333333334,144.5558,123.64446666666667,53.57826,43.102039999999995,82.08793666666666,58.66255,62.368676666666666
2003-07-01,81.76546333333333,76.25272333333334,122.0,106.98419999999999,116.47746666666667,74.96775666666666,108.0927,93.51764666666668,101.56920000000001,143.8552,123.81606666666666,55.26215,44.24489666666667,83.38748,60.38401666666667,71.25119666666667
2003-10-01,83.63402,77.12418000000001,124.0,107.43166666666666,119.29936666666667,75.40430666666667,109.0672,97.4328,101.91156666666666,146.4629666666667,126.14963333333333,58.98711333333333,45.844899999999996,85.72666,62.50276,75.78796666666666
2004-01-01,84.08505333333333,77.89881,123.54386666666666,110.40436666666666,114.8232,77.30926000000001,110.1004,98.15402999999999,102.5963,145.25639999999999,125.53190000000001,55.41523333333333,44.83265333333333,86.02989000000001,63.03244333333333,76.45654
2004-04-01,85.18041666666666,80.27111666666667,123.75436666666667,112.00253333333335,115.63413333333334,79.25389333333334,110.21443333333333,99.01262000000001,106.66666666666667,148.13660000000002,127.48799999999999,55.9255,45.06122666666666,86.33311666666667,64.35665333333334,74.7851
2004-07-01,85.47035666666666,81.57830666666666,122.17543333333333,111.87466666666667,111.1904,80.92072666666667,109.79076666666667,101.41668333333332,107.1992,143.89413333333334,127.62523333333333,55.97652333333334,44.96326666666667,87.45939,67.1375,77.26838666666667
2004-10-01,85.18041333333333,84.2411,122.0,111.20346666666667,112.03373333333333,81.27790333333333,110.67076666666667,99.42475,108.79696666666666,143.19353333333333,126.21826666666668,56.537823333333336,46.75918333333333,86.93957,67.79960333333334,81.61413666666667
2005-01-01,86.27577666666666,84.14427,121.0877,110.59609999999999,132.2089,80.76198333333333,110.33506666666666,99.59644666666668,105.29719999999999,143.07676666666666,125.97806666666668,56.639873333333334,43.75510333333333,87.45938666666666,68.99139333333333,82.47373333333333
2005-04-01,87.1134,82.78866666666667,122.10523333333333,111.93863333333333,129.93836666666667,82.70662,110.29270000000001,101.21063333333332,101.79745666666668,141.09173333333334,127.41936666666668,58.27273666666667,44.63673666666667,90.18843,71.46325,81.75740333333333
2005-07-01,88.24098,82.35293666666666,122.38596666666666,119.4502,124.29453333333333,83.65909333333333,109.98306666666667,98.77222666666667,106.4384,142.37616666666668,127.86546666666668,57.55836,44.995920000000005,91.22807,73.97925,81.94842666666666
2005-10-01,89.88402,87.29121333333335,122.8421,116.2538,128.28413333333333,86.11965,110.79786666666666,99.93990000000001,110.01426666666667,142.53186666666667,128.38023333333334,60.10971,47.053059999999995,94.00043,76.23041,86.53295666666668
