date,AUT,BEL,CHE,CZE,DEU,DNK,ESP,EST,FIN,FRA,GRC,HUN,IRL,ISL,ITA,LTU,LUX,LVA,NLD,NOR,POL,PRT,SVK,SVN,SWE
2010-10-01,93.85852,100.31468666666666,94.69008666666667,89.95268666666668,95.81185666666666,98.23687,106.72616666666666,83.99912,109.44366666666667,101.66223333333333,115.55903333333333,84.60471666666668,63.936723333333326,81.11846,109.40350000000001,91.16523333333333,102.06170000000002,89.48985666666665,108.045,103.73603333333334,84.79598666666668,102.6922,88.91428666666667,95.64652666666666,105.74756666666667
2011-01-01,96.31907999999999,103.21956666666667,96.66868333333333,90.99174,96.93943333333334,98.39019,106.4173,88.98698,109.90013333333333,103.99583333333334,111.9393,87.49752000000001,63.12029666666666,85.42172666666666,109.9649,91.26074666666666,106.44080000000001,89.03913,107.52983333333334,99.03450333333335,87.21222,103.08139999999999,90.35102,94.17370333333334,106.89323333333334
2011-04-01,96.75563333333332,101.6703,97.234,91.95657999999999,97.84149333333333,99.92333333333333,104.7701,90.75259333333334,108.835,102.76056666666666,106.91833333333334,85.51614666666667,64.29391,90.64550000000001,110.52633333333334,89.82807666666668,104.2033,92.60397333333333,104.61063333333334,93.32549666666667,87.85047000000002,100.97307666666666,89.37142666666666,94.21702666666665,105.32749999999999
2011-07-01,96.63657,102.83223333333332,97.79931333333333,91.25150333333333,99.19458333333334,96.81870666666667,103.84349999999999,93.35687333333333,106.13409999999999,102.25863333333332,109.37043333333334,86.15019333333333,63.27337666666667,93.20149333333332,108.14033333333333,90.35339333333333,102.18952333333334,93.75128,106.73993333333333,98.09419666666668,89.62844666666668,100.06488333333334,92.14694333333334,93.95711333333334,104.86919999999999
2011-10-01,96.67625666666667,99.68531,98.16272666666667,93.10697,98.26031,97.47029666666667,101.33836666666666,90.17876666666666,109.36756666666666,102.39880000000001,102.55914,88.05231333333334,62.86516333333333,91.09035,107.1228,90.11461000000001,98.73741666666668,94.16103333333332,103.58030000000001,97.69121,92.09026999999999,98.11871333333333,93.32245333333333,94.95342999999998,102.84513333333332
2012-01-01,96.835,102.29966666666667,98.92993999999999,92.32767333333334,98.22809333333333,97.39363333333334,100.10295,90.88501666666666,106.47646666666667,101.57746666666667,102.09203333333335,86.26907333333334,64.65110333333332,97.45867,104.17546666666668,92.21585666666665,98.09813000000001,97.68490000000001,105.57223333333333,100.68004333333333,90.31228666666668,96.65910333333333,95.08571333333333,94.60689333333333,104.029
2012-04-01,98.34309,99.6853,100.74701333333333,92.21634666666667,98.16366,96.66538333333334,97.52916666666665,91.10572,107.76983333333334,100.36179,103.53216666666667,85.51615,64.14083333333333,98.37520666666667,103.43856666666666,87.10601666666666,98.92921000000001,97.39807666666667,107.04903333333334,101.18376666666666,90.90494666666666,93.93447666666667,101.51833333333333,94.86679666666667,104.56366666666666
2012-07-01,98.50183333333332,100.84726666666667,99.73754333333333,90.80619333333334,98.48582333333333,99.08010999999999,96.94578333333334,93.66585666666667,106.01996666666666,100.55408666666666,105.08903333333335,86.15019,61.283326666666674,92.24378999999999,103.1228,96.99140666666666,99.79223999999999,98.50441666666667,103.61470000000001,95.94492333333334,90.31229,96.72396666666667,101.94286666666666,94.82347333333333,104.2582
2012-10-01,98.10497333333335,97.07092999999999,100.14132,88.65386333333333,96.06959,98.19854,94.33767999999999,93.04789333333333,104.19403333333334,98.70281999999999,101.93636,84.48583333333333,61.07922,89.04351666666666,100.07015333333334,97.56446666666666,94.70992666666666,99.03707000000001,103.95806666666665,96.38149666666668,89.76521666666667,93.02627666666666,103.4449,92.57093333333334,102.15769999999999
2013-01-01,96.99374999999999,97.55507333333333,100.46438,87.68902666666666,96.32732,98.04521666666666,94.74948666666667,95.43147333333333,104.61243333333334,99.94461666666666,99.75673333333334,84.96136333333334,59.70149,95.15873333333333,99.50878333333333,100.00000333333332,92.12082333333332,97.64392666666667,106.73989999999999,93.96356333333334,89.94757,96.26987000000001,95.77143000000001,93.26402333333333,99.75176333333333
2013-04-01,98.38277666666666,99.92738000000001,100.54512333333334,89.91557666666667,97.68041,98.39019,94.61221666666667,96.00529999999999,102.48216666666667,101.17983333333332,102.87049999999999,85.59540333333332,64.29391333333332,88.20389666666667,99.43861,94.03056333333332,92.856,97.23417333333333,107.0147,98.16136666666667,92.04467666666666,96.26986333333333,96.06531,92.39765666666666,98.10960666666666
2013-07-01,98.70027,100.26628,102.44296666666666,92.77298333333333,98.22809,97.12532666666668,95.57309666666667,97.85919,102.9767,99.23734,99.48429333333333,87.77491666666667,61.13024333333333,88.76134,99.33333333333333,96.46609666666666,96.37205999999999,98.29953,104.0268,98.02703666666666,94.14178,95.49140999999999,96.29388,92.57093666666667,99.25531000000001
2013-10-01,98.54152333333333,102.20286666666668,101.23159333333335,93.66360666666667,99.16237333333333,100.38328,96.01922,94.72522666666667,101.53112666666668,99.86311,98.16094333333332,88.84485666666667,59.089169999999996,89.81690666666667,99.75438666666666,95.08118333333334,98.25794333333334,98.05368,104.74796666666667,95.57552,94.55208666666665,99.15666333333333,98.12244666666668,94.34697999999999,98.30056666666667
2014-01-01,98.10497,102.15443333333333,101.67573333333333,93.81204333333334,99.25902,99.73167666666666,95.779,96.84396666666667,101.26486666666666,99.31229333333333,98.19986333333333,91.65841,67.96785,86.63376333333333,99.71930666666667,93.12321000000001,98.25795,96.61954666666668,100.93584333333332,98.66510000000001,94.64326333333334,99.02690666666666,98.48163333333333,92.74420666666667,99.36986999999999
2014-04-01,98.38277333333333,102.54176666666666,103.04866666666668,95.14797666666668,98.77577000000001,97.54695,96.87714333333334,100.11034333333333,101.56919,98.91793333333334,100.92438333333332,94.27383000000002,79.90815333333333,85.09175,99.4386,97.18242666666667,98.13009666666666,96.41466666666666,104.26716666666665,96.51582333333333,95.05357,98.31333000000001,100.57143666666667,94.21702,97.11667
2014-07-01,97.66842000000001,100.79884,101.83726666666666,96.03859666666666,98.74356666666665,99.57838,96.49966,102.4498,101.18879,99.47850666666666,96.99328333333334,93.63978333333334,74.80545666666667,93.28438,98.10526,96.17955666666667,99.63242333333334,97.43904666666667,103.3399,98.59792333333333,96.10212,97.27538,97.99183666666666,95.25666000000001,96.00916666666666
2014-10-01,98.34308666666668,99.54006333333332,104.05816666666665,97.63429000000001,99.93556333333333,100.34496666666666,97.18599666666667,101.3463,100.04754333333334,98.38342333333333,98.43339333333334,92.68873,72.71335666666666,99.74611666666665,98.31579333333333,97.89876,100.49543666666666,97.48002666666666,101.55406666666666,101.01587666666667,96.87713666666667,98.54037999999998,101.91019999999999,96.16633999999999,96.92572
2015-01-01,99.97022,100.07264333333335,101.1912,98.41358666666667,99.29123666666665,98.85012666666667,97.94096,100.11036,98.83024333333333,100.45953666666666,100.26274333333333,97.68178999999999,96.95112,101.41635333333333,99.29824666666667,97.61222333333335,100.5274,98.46342333333332,103.27126666666668,99.80689666666666,99.15660666666668,97.9241,103.90206666666667,98.28893333333333,95.47450666666667
2015-04-01,100.0496,100.31468333333333,100.90854,100.04640333333333,100.51546666666667,102.22306666666667,99.38227666666667,101.3904,100.5421,100.20859,97.92741000000001,98.59323333333333,99.34941666666667,105.97866666666668,100.45616666666666,101.52816666666666,100.81509999999999,100.38927333333334,99.69948333333333,98.39643666666666,98.83747666666666,100.74603333333334,105.43673333333334,99.37188666666667,100.97383333333333
2015-07-01,100.04961333333334,99.78214666666668,101.07006666666666,101.23385666666667,100.35437999999999,101.14985333333334,101.13246666666667,101.258,100.38992666666667,100.63230666666668,99.17291666666667,100.85200999999999,103.12540000000001,96.73891666666667,100.17545333333334,98.66286000000001,99.76026999999999,101.41363333333334,99.3904,102.22481666666665,100.02276333333333,100.51898333333334,103.96733666666667,99.84838333333335,101.47030666666667
2015-10-01,99.65273666666667,101.13773333333334,100.70664,100.30613666666666,99.83893,97.81524999999999,100.92653333333334,98.30058666666666,100.23775666666666,100.27053000000001,102.63696,101.4464,100.57404666666666,95.86604666666666,100.07018,102.5788,99.95205333333332,100.30729666666667,100.86718333333333,99.57183333333334,101.70960000000001,101.45964,105.0449,99.15528666666667,101.96679999999999
2016-01-01,101.43863333333333,104.04263333333334,102.88716666666666,102.27293333333334,100.9021,102.68299999999999,101.75013333333334,99.44824,100.73230000000001,100.93866666666668,100.30164,99.14799666666666,93.6854,91.40551,101.1579,101.48043333333334,101.7101,101.53655333333332,102.37830000000001,99.40391333333334,101.43606666666666,101.8164,105.7306,105.8263,100.97386666666667
2016-04-01,101.24023333333332,103.3164,101.2316,101.71629333333334,100.51545666666668,102.33806666666668,101.54424333333333,100.55177333333334,104.95483333333334,100.43672333333332,102.20883333333335,100.85197333333333,95.06314333333334,89.61047666666667,100.94735000000001,100.81184333333333,99.66438333333333,104.4868,102.34396666666667,99.16886333333333,102.98606666666667,102.20563333333332,104.81633333333333,105.1332,101.39394666666665
2016-07-01,101.63709999999999,106.17283333333334,100.62588000000001,102.4585,100.86985666666665,102.83632999999999,101.26973333333335,105.27476666666666,105.37330000000001,100.28356000000001,102.63693333333333,100.85201333333333,90.98099333333334,94.56913000000002,102.14036666666668,102.19676666666668,98.70546333333334,103.42143333333333,100.42073333333333,94.73595999999999,103.44200000000001,101.16770000000001,103.77142666666667,107.51573333333333,101.96676000000001
2016-10-01,103.93886666666667,106.0276,100.70663,103.64596666666667,100.96652333333333,108.54733333333333,101.6472,107.21696666666666,105.44936666666666,101.05274333333334,105.28363333333334,102.08046666666667,96.4919,88.41385666666667,103.9649,104.77556666666668,99.37669333333334,109.85456666666666,103.27123333333333,100.17631333333334,104.53613333333332,101.91369999999999,105.4694,108.98853333333334,101.96676666666667
2017-01-01,104.69293333333333,105.88233333333334,104.26003333333334,106.42916666666667,101.44976666666666,105.711,103.43173333333334,105.3189,106.28626666666666,101.40796666666667,107.42433333333334,103.19003333333335,94.39979333333333,86.85648333333332,103.26316666666666,106.92456666666668,100.78312,111.4116,103.40859999999999,98.79942999999999,107.40826666666668,101.42720000000001,106.97143333333332,110.8079,104.4491
2017-04-01,106.5582,107.14113333333334,104.26006666666666,109.73186666666668,103.44713333333334,106.55423333333333,103.74056666666667,108.497,107.04706666666668,102.5357,105.94529999999999,106.3206,93.07309333333335,86.73511,104.80703333333334,106.78126666666667,104.07543333333332,114.27986666666668,102.48129999999999,99.13525666666665,108.73036666666667,103.89233333333334,106.02449999999999,113.6669,106.01493333333333
2017-07-01,109.65373333333334,111.20793333333334,108.3384,109.3608,105.15463333333334,103.9479,104.15236666666665,106.37826666666666,107.76983333333334,103.14516666666667,106.2956,105.9243,96.79805666666668,95.77391,107.01753333333333,110.50623333333334,104.459,114.56666666666666,102.72173333333335,99.50465666666666,111.0098,106.87643333333334,106.41633333333334,117.17563333333334,106.51136666666666
2017-10-01,110.9634,107.81893333333333,110.43813333333333,111.4389,105.89563333333332,105.67266666666667,106.93206666666667,108.89426666666667,109.86206666666665,105.16590000000001,107.22973333333334,107.78680000000001,110.4733,97.41663333333334,108.31580000000001,112.41643333333333,105.7376,115.38619999999999,105.22883333333334,96.01209,113.38046666666666,104.41126666666666,108.53876666666667,120.46783333333333,109.03186666666666
