date,AUT,BEL,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HUN,IRL,ISL,ITA,LTU,LUX,LVA,NLD,NOR,POL,PRT,SVK,SVN,SWE
2001-01-01,-4.92307692307689,18.7234042553192,14.3403441682602,7.84313725490204,4.76718403547729,-0.903861955628915,11.6766467065869,0.681596884128544,-0.39456378781233,-0.199999999999767,3.32817337461329,2.51450676982605,28.225806451613,8.827932136198198,2.94860994102717,13.0555555555556,7.880133185349551,10.2783725910065,2.92134831460671,-1.6507384882706,-3.81471389645774,0.743801652892784,0.272479564032779,9.236234458259252,1.02040816326547
2001-02-01,0.647249190938481,12.8309572301426,9.85130111524168,6.37755102040818,7.23830734966606,-1.24378109452744,5.49132947976874,-1.6441005802708,0.642605633803162,-0.100200400801576,1.00308641975297,-1.3207547169812,39.1129032258064,14.331566972296551,1.75879396984886,19.0058479532165,10.3752759381898,12.366737739872,-1.20087336244545,-7.36301369863028,0.566572237960283,0.0829875518669532,-4.8913043478262,7.58620689655167,-1.01010101010116
2001-03-01,-0.803858520900336,8.43373493975905,9.7605893186004,4.45859872611458,5.38793103448236,0.503778337531502,11.3432835820897,0.983284169124876,0.428583923729575,0.802407221665136,-6.20741862225644,-5.16252390057356,27.058823529412,14.782974201114367,1.07973421926946,-2.15633423180595,11.5342763873776,13.6752136752138,1.32596685082877,-6.51438240270732,0.281690140845248,9.635416666666009,4.00000000000005,5.02512562814064,0.340136054422135
2001-04-01,-1.13452188006483,2.69749518304427,10.3130755064457,1.38364779874216,5.62913907284783,-1.16959064327439,4.49101796407176,-4.28432327166504,-1.63734541020724,0.199004975124151,-7.878787878788259,3.42741935483872,17.3913043478263,15.415197957234458,-0.989282769991884,9.30232558139541,1.86721991701244,13.7339055793992,6.97928026172301,-0.89126559714825,-1.12359550561806,5.077452667814191,-2.47252747252767,6.47359454855185,-4.8587570621471
2001-05-01,0.32786885245899,5.16252390057361,9.05797101449275,0.122850122850071,-3.85416666666681,1.35249366018577,9.14454277286136,0.712105798575791,0.761466265273447,-0.397219463753262,-2.56211180124195,1.94931773879137,3.59712230215814,15.1662473904962,-1.47540983606537,24.5398773006137,3.38809034907599,11.4822546972861,-2.14067278287458,-10.9137055837565,-0.568181818181757,2.54098360655788,1.97183098591553,1.13268608414239,4.0380047505939
2001-06-01,-0.816993464052174,8.31721470019335,8.941605839416061,2.88944723618101,0.427807486630361,0.583819849874656,2.83286118980164,-0.101010101010102,0.0527240773282811,0.498504486539808,-5.895865237366,-4.97131931166343,13.2142857142857,14.79143006051992,-1.06732348111613,15.5619596541787,6.282722513089009,11.5062761506275,-5.8333333333334,-5.5267702936088305,-0.285714285714456,3.9529015979812705,3.3149171270719906,1.13268608414239,-0.684931506849384
2001-07-01,1.15321252059295,2.55402750491163,5.956678700361031,-1.85414091470947,2.67558528428165,-1.90713101160821,14.0672782874619,-2.12335692618807,-1.37888635165968,-0.198412698412476,-4.66926070038924,-0.402414486921532,2.04081632653048,20.7070848651692,-2.39669421487652,12.6050420168068,5.035971223021569,13.655462184874,2.32300884955758,-8.83333333333319,-0.286532951289376,2.03389830508536,-2.94117647058831,4.13223140495866,-0.344827586206886
2001-08-01,0.488599348534247,3.96975425330814,3.6082474226803103,-0.122399020807795,2.41596638655475,3.21217244294132,8.47953216374258,4.13223140495869,2.4579214533799294,0.89463220675936,-6.80628272251295,5.6565656565656,11.2280701754386,26.979884941518847,-1.55737704918033,2.98102981029811,1.41557128412528,10.6776180698152,1.40540540540535,-5.06437768240328,1.14942528735642,-0.325998370008795,0.275482093663992,3.61842105263155,2.42214532871932
2001-09-01,-0.81037277147491,0.555555555555487,2.93103448275862,-1.58924205378966,1.7241379310337,-1.80180180180165,4.85714285714267,-0.595238095238093,-1.44285093437644,-0.591133004926392,-3.6891679748825106,-6.500956022944569,6.849315068493129,25.943704749547766,-2.78917145200982,-0.515463917525771,3.7617554858933904,9.53346855983768,0.106609808102354,-1.28534704370138,0.568181818181746,-2.55183413078172,0.549450549450459,1.31147540983603,-1.23873873873883
2001-10-01,1.47058823529411,-1.66358595194075,2.05128205128218,-2.94478527607355,-1.07642626480059,-2.16847372810716,10.8187134502923,-0.998003992015972,-0.643795749184572,-0.891972249752149,-4.76556495003856,6.33946830265848,-2.91262135922336,25.181324526694716,-3.92156862745069,32.6219512195122,9.856035437430847,8.65191146881286,-6.49627263045792,-6.05550883095028,-2.25988700564967,0.410846343467952,-0.273224043715936,3.79537953795375,0.228050171038552
2001-11-01,-2.25442834138474,-2.56410256410252,3.6206896551723,-4.98783454987839,5.13918629550363,-0.682011935208371,11.3314447592068,0.0,-1.14503816793918,0.199999999999778,-2.85935085007697,-3.07692307692308,-5.27950310559009,19.529729490274725,-6.53225806451636,20.8571428571428,3.2854209445585294,7.18562874251492,5.69476082004563,-2.33564013840859,-1.44508670520237,1.06209150326801,-2.19178082191765,0.651465798045581,0.568828213878714
