date,DEU,BEL,ITA,LUX,PRT,AUT,FRA,NLD,FIN,GRC,ESP,IRL,SVK,SVN,EST,LTU
1999-01-01,0.400534045393841,-0.551719907353332,-1.61812297734613,-2.02376443129706,5.42425066289798,1.57480314960621,0.276585598473722,4.13870246085017,1.58730158730158,5.30719817196981,0.964066608237868,24.257425742574295,0.90142243366218,-0.350877192982513,-13.7473373750615,-12.3737373737374
1999-02-01,-1.2048192771084,-2.67854971660423,-2.0242914979757094,-3.05381178942454,3.05917296609484,0.193798449612448,-0.323378352672654,0.644468313641111,0.558035714285721,2.62223361494465,-2.34374999999931,11.8483412322276,-0.737284068029176,-4.32525951557092,-12.913962389749,-17.5742574257425
1999-03-01,-1.84940554821665,-0.309265862995067,-1.22050447518356,1.80864291961809,1.28946641029388,1.35396518375241,-0.104961832061001,1.06723585912489,0.887902330743628,-5.57857006757173,0.533333333333363,6.1032863849765695,0.896306980500383,-2.61780104712053,-12.6504010695187,-5.980861244019
1999-04-01,-0.266666666666704,-0.394178884261454,-2.74414850686001,5.94278997194344,2.52430067373306,0.954198473282464,0.84057694144557,-1.79514255543826,0.880088008800883,-2.1619378845053494,-0.618921308577092,12.0772946859904,0.726242852590531,-5.90277777777782,-9.779286926995033,3.58851674641152
1999-05-01,-0.132625994695046,-0.344491503002853,-3.31447049312965,6.71485193125239,-0.0308004810807616,1.32325141776939,0.369423131571822,-0.107526881720466,-0.109051254089421,3.5667750523882,3.38078291814998,12.4401913875596,2.68701592038474,-2.78745644599311,-9.029345372460472,-11.8932038834952
1999-06-01,0.668449197860976,-1.98554556581817,-1.61943319838042,2.04553633075177,5.899977460390191,1.30597014925371,1.35900339750874,3.22927879440262,0.545851528384289,2.3786183811677506,-1.46299483648917,14.2857142857144,-3.51531450816598,1.78571428571432,-3.19859402460463,-9.75609756097566
1999-07-01,-0.654450261780126,-0.0641832414336241,-0.729927007298914,23.470313772474,1.81129289479336,-1.65745856353589,0.242085661079994,-0.208550573514033,-0.542888165038002,4.1033119613912,2.70742358078591,17.511520737327,0.267539435969133,-1.06194690265476,-0.343766962185932,-10.0938967136149
1999-08-01,2.5435073627845,2.1917286968565106,1.31578947368376,20.562974243741895,5.10138030304015,1.68539325842694,-1.89485417053705,-0.417972831765967,-1.20087336244542,0.737415890417648,-0.510204081632681,7.894736842105379,2.28209340168508,-1.21951219512196,-1.57255182273058,-21.040189125295495
1999-09-01,2.83018867924536,2.28220708842912,0.243111831443676,23.125202881533,0.839395685900635,1.65745856353587,2.75516000757461,-0.524658971668368,2.5414364640884,4.20361828774534,0.0854700854706403,16.888888888889,-1.55046525683965,1.23674911660778,3.78572780617088,-2.9490616621984
1999-10-01,3.21285140562255,2.62158375784607,1.87601957585588,21.5675470249618,2.2740055485559494,1.63043478260869,1.27153782364291,0.632911392405044,-1.07758620689655,2.84988160477069,0.0853970964984629,18.8596491228072,0.765364425681847,3.73001776198936,10.215053763441,-19.5348837209302
1999-11-01,4.477611940298409,5.9202020838269505,2.86415711947743,21.962361702457095,5.263051611431591,6.23885918003564,0.0545901191889797,1.88679245283025,-0.108932461873634,1.8267627803725,0.255972696245754,17.937219730942,1.4234335217221,0.5226480836237,2.27724561720599,-26.0969976905312
1999-12-01,4.18918918918918,4.61890431870353,4.19111483654653,26.703000207574295,4.04856625088723,-5.53691275167787,-0.872965354187971,-0.308641975308732,7.851690294438369,3.9101499025370896,2.4680851063825906,17.3333333333332,-1.2444976504265,5.76576576576575,3.76530798757064,-17.2413793103449
2000-01-01,1.72872340425525,-6.208880741156791,2.4093311168492,7.80706501749489,-9.52589494748517,-1.24333925399643,0.761398036877403,0.854498465158082,-2.83114256825077,6.824990732084889,0.332225913621809,-1.19521912350591,1.73749136175207,-0.880281690140805,15.2261560480421,3.74639769452452
2000-02-01,6.23306233062326,-1.01111395646336,3.5240710213801494,5.136078968212289,-11.9760951289554,1.97841726618715,0.264020393299069,1.54867256637172,0.208116545265358,8.39385541267068,1.49006622516565,5.08474576271185,2.03488372093026,4.8824593128391,20.0731355716804,2.70270270270272
2000-03-01,5.65275908479139,-1.23488459478331,4.04714927381817,4.9170164212142895,-13.8385694596926,1.41093474426799,0.662852991919016,0.217864923747291,-0.830737279335414,12.0599291254323,-1.3866231647638,12.8318584070794,0.284900284900091,6.98924731182811,16.3892299319628,-5.59796437659037
2000-04-01,6.28342245989308,2.7578633201769094,5.60783499809596,7.8338048726740706,-14.9706137727948,0.695652173912986,0.586325094714302,0.869565217391344,1.57068062827226,12.092707370064,0.496277915632781,18.9655172413793,1.4204545454547,8.30258302583031,14.1419806994531,-20.554272517321
2000-05-01,8.10092961487388,3.5385727799472506,7.01657229973875,6.88969902272407,-8.959337863660782,3.10880829015554,1.2196215586038,0.323275862068861,4.43298969072163,6.54010304158985,-0.576131687242576,18.2978723404257,-4.76190476190479,10.752688172043,17.50917780574,-10.1928374655648
