date,DEU,AUT,BEL,PRT,ITA,LUX,FRA,NLD,FIN
1958-01-01,24.00423333333333,12.426656666666666,24.165516666666665,19.646736666666666,26.672943333333333,35.9133,33.36925,20.341636666666666,12.80191
1958-04-01,23.821726666666667,12.32805,22.982496666666666,19.819476666666667,26.622069999999997,34.929763333333334,32.97107666666667,20.438043333333333,12.71195
1958-07-01,24.0698,12.349323333333333,23.00658,20.668273333333335,27.43612333333333,34.34775333333334,32.71668666666667,20.823663333333332,12.767306666666665
1958-10-01,24.3015,12.456306666666668,23.000776666666667,21.40448333333333,27.98942333333333,34.687623333333335,32.27426333333333,21.305693333333334,13.140983333333333
1959-01-01,24.467186666666667,12.49344,23.367823333333334,21.761623333333333,28.822556666666667,34.99258333333333,31.98669666666667,21.787723333333332,13.300139999999999
1959-04-01,25.23805333333333,13.138799999999998,24.198293333333336,21.64847333333333,29.216863333333333,36.233563333333336,32.97107333333333,22.26975,13.860660000000001
1959-07-01,25.98948333333333,13.193413333333334,24.318566666666666,23.11908,30.259866666666667,36.68062666666666,33.291826666666665,23.233806666666666,14.227416666666665
1959-10-01,27.085383333333336,13.555636666666667,25.337716666666665,23.737703333333332,32.256840000000004,38.68546333333333,34.48635,23.71584,14.74641
1960-01-01,27.53865,13.948423333333333,25.64753333333333,22.95624666666667,33.43340333333334,39.955533333333335,35.116793333333334,24.101466666666667,15.15469
1960-04-01,28.181516666666667,14.347063333333333,25.792916666666667,23.57163,34.698996666666666,39.52769,35.714056666666664,24.969116666666668,15.756723333333333
1960-07-01,28.987936666666666,14.608706666666668,26.499033333333333,24.59253,35.53213,40.148583333333335,36.63207,25.16193,15.846683333333333
1960-10-01,29.735363333333336,15.006333333333332,26.00046,24.421306666666666,35.55121333333333,39.95615,37.21826666666667,25.933173333333333,16.39336
1961-01-01,30.55313,14.928379999999999,25.713266666666666,25.83491666666667,36.74685,41.07535,37.80447,25.74036,17.064593333333335
