date,DEU,AUT,BEL,PRT,ITA,LUX,FRA,NLD,FIN
1959-01-01,2.22038984966855,1.04351404787635,-3.6868559629654096,12.9460345733141,4.09026800974084,-2.999715492956,-0.519210789806757,1.35135135135169,0.320000000001031
1959-02-01,2.06823303136052,-0.17036995940708,-8.6836863588659,12.0336301883284,9.79121672419576,-5.48937697174976,0.730688938817003,0.0,1.75438596491178
1959-03-01,1.50534045391391,-2.21739496248308,3.17081752748898,7.372623499859791,10.3821197081469,0.935647753845359,0.414507769906391,1.33333333333321,2.97805642633284
1959-04-01,4.55210171047808,6.632712084482,5.4805390249425905,7.59908621737004,10.9261939276604,0.586290759656882,2.68317853525111,0.0,-0.913242009131687
1959-05-01,7.55587824728488,0.874427336823147,4.0889243154548,3.52008027158328,10.8303249380603,5.521026713138809,-0.703517591328873,2.63157894736861,5.22273425499058
1959-06-01,5.71454653266561,-1.22080818682844,6.30729278227018,16.9638662138752,7.54052148052333,5.14294182428938,1.01214575790771,-1.28205128205114,-2.62773722627671
1959-07-01,6.00549328170716,0.364709485230996,3.88131281159432,15.4078963577251,7.332402261798099,7.38580526391877,-0.100200421125352,3.8961038961034897,1.34932533733134
1959-08-01,8.15164492906424,1.1605183903193,5.3610033192728705,10.6940403672155,11.4765570239495,6.40229526209783,0.0,0.0,1.62721893491151
1959-09-01,9.74711464062235,-0.567069049722169,7.901761333598061,9.662293174423619,12.0440468191003,6.59149287833136,1.90571714899948,1.25000000000031,0.873362445414849
1959-10-01,13.9168361444748,1.90318347235838,8.19459719484397,12.1254010140318,13.4154688653931,7.943605006930009,1.57480316916243,1.23456790123444,1.44300144300122
1959-11-01,10.2507669735386,0.211627837579953,10.9123673331766,7.75011113043196,15.4421768695984,11.9343628087594,0.678294576898075,0.0,0.853485064011394
1959-12-01,10.2600179760878,2.03887584587674,11.3838973053474,12.9056600015835,16.8707482875015,14.6346003616548,0.769971122127044,0.0,1.41043723554348
1960-01-01,13.0629809061905,0.504369922612868,10.0429088888856,-1.44031569951747,15.9891598743074,15.1441237944971,0.57306588641457,1.21951219512182,0.556328233656966
1960-02-01,12.1028923661664,0.541629874985361,10.8370026130053,7.990087599957139,15.3442622773434,14.8657363415723,0.759734089316511,0.0,0.41493775933612
1960-03-01,12.4963380098324,1.74762037790526,8.39794913936436,10.0963890121627,16.655780507226,12.5704592925124,0.0,1.20481927710874,2.0661157024793706
1960-04-01,15.3001898421479,0.796878646168664,6.3561826435625,12.2630922445004,16.6992824434879,11.3117291635939,1.13100850315622,2.38095238095215,1.48448043184972
1960-05-01,9.345494199468348,0.765345240020388,7.79766726386144,8.27276580075655,18.1107491475861,6.67755786467892,-0.279589939795999,0.0,0.265957446808729
1960-06-01,10.4809942651981,0.55360636399544,5.632834697349409,6.2792178730114,21.4941022149469,9.36874371254515,1.4953270952472,1.16279069767429,2.25464190981326
